61,1990,Janie's Got a Gun,Aerosmith
62,1990,The Humpty Dance,Digital Underground
63,1990,I'll Be Your Shelter,Taylor Dayne
64,1990,Free Fallin',Tom Petty
65,1990,Giving You the Benefit,Pebbles
66,1990,Enjoy the Silence,Depeche Mode
67,1990,Love Song,Tesla
68,1990,Price of Love,Bad English
69,1990,Girls Nite Out,Tyler Collins
70,1990,King of Wishful Thinking,Go West
71,1990,What Kind of Man Would I Be?,Chicago
72,1990,I Remember You,Skid Row
73,1990,Get Up! (Before the Night Is Over),Technotronic featuring Ya Kid K
74,1990,Here We Are,Gloria Estefan
75,1990,Epic,Faith No More
76,1990,Love Takes Time,Mariah Carey
77,1990,Just Like Jesse James,Cher
78,1990,Love Shack,The B-52s
79,1990,All or Nothing,Milli Vanilli
80,1990,Romeo,Dino
81,1990,Everybody Everybody,Black Box
82,1990,I Go to Extremes,Billy Joel
83,1990,Whip Appeal,Babyface
84,1990,Oh Girl,Paul Young
85,1990,C'mon and Get My Love,D Mob featuring Cathy Dennis
86,1990,(It's Just) The Way That You Love Me,Paula Abdul
87,1990,We Can't Go Wrong,The Cover Girls
88,1990,When I'm Back on My Feet Again,Michael Bolton
89,1990,Make You Sweat,Keith Sweat
90,1990,This One's for the Children,New Kids on the Block
91,1990,What It Takes,Aerosmith
92,1990,Forever,Kiss
93,1990,Jerk Out,The Time
94,1990,Just a Friend,Biz Markie
95,1990,Whole Wide World,A'Me Lorain
96,1990,Without You,Motley Crue
97,1990,Swing the Mood,Jive Bunny and the Mastermixers
98,1990,Thieves in the Temple,Prince
99,1990,Mentirosa,Mellow Man Ace
100,1990,Tic-Tac-Toe,Kyper
1,1991,(Everything I Do) I Do It for You,Bryan Adams
2,1991,I Wanna Sex You Up,Color Me Badd
3,1991,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory
4,1991,Rush Rush,Paula Abdul
5,1991,One More Try,Timmy T
6,1991,Unbelievable,EMF
7,1991,More Than Words,Extreme
8,1991,I Like the Way (The Kissing Game),Hi-Five
9,1991,The First Time,Surface
10,1991,Baby Baby,Amy Grant
11,1991,Motownphilly,Boyz II Men
12,1991,Because I Love You (The Postman Song),Stevie B
13,1991,Someday,Mariah Carey
14,1991,High Enough,Damn Yankees
15,1991,From a Distance,Bette Midler
16,1991,All the Man That I Need,Whitney Houston
17,1991,"Right Here, Right Now",Jesus Jones
18,1991,I Adore Mi Amor,Color Me Badd
19,1991,Love Will Never Do (Without You),Janet Jackson
20,1991,Good Vibrations,Marky Mark and the Funky Bunch featuring Loleatta Holloway
21,1991,Justify My Love,Madonna
22,1991,Emotions,Mariah Carey
23,1991,Joyride,Roxette
24,1991,Romantic,Karyn White
25,1991,Hold You Tight,Tara Kemp
26,1991,I Don't Wanna Cry,Mariah Carey
27,1991,You're in Love,Wilson Phillips
28,1991,Every Heartbeat,Amy Grant
29,1991,Sensitivity,Ralph Tresvant
30,1991,Touch Me (All Night Long),Cathy Dennis
31,1991,I've Been Thinking About You,Londonbeat
32,1991,Do Anything,Natural Selection
33,1991,Losing My Religion,R.E.M.
34,1991,Coming Out of the Dark,Gloria Estefan
35,1991,It Ain't Over 'til It's Over,Lenny Kravitz
36,1991,Here We Go,C+C Music Factory
37,1991,Where Does My Heart Beat Now,Celine Dion
38,1991,Summertime,DJ Jazzy Jeff & The Fresh Prince
39,1991,Wind of Change,Scorpions
40,1991,P.A.S.S.I.O.N.,Rythm Syndicate
41,1991,The Promise of a New Day,Paula Abdul
42,1991,I'm Your Baby Tonight,Whitney Houston
43,1991,Love of a Lifetime,FireHouse
44,1991,Fading Like a Flower (Every Time You Leave),Roxette
45,1991,This House,Tracie Spencer
46,1991,Hole Hearted,Extreme
47,1991,Power of Love/Love Power,Luther Vandross
48,1991,Impulsive,Wilson Phillips
49,1991,Love Is a Wonderful Thing,Michael Bolton
50,1991,Rhythm of My Heart,Rod Stewart
51,1991,Things That Make You Go Hmmm...,C+C Music Factory
52,1991,I Touch Myself,Divinyls
53,1991,Tom's Diner,DNA featuring Suzanne Vega
54,1991,Iesha,Another Bad Creation
55,1991,Something to Talk About,Bonnie Raitt
56,1991,After the Rain,Nelson
57,1991,Play That Funky Music,Vanilla Ice
58,1991,Temptation,Corina
59,1991,Can't Stop This Thing We Started,Bryan Adams
60,1991,I Can't Wait Another Minute,Hi-Five
61,1991,3 a.m. Eternal,The KLF
62,1991,"Time, Love and Tenderness",Michael Bolton
63,1991,Sadeness (Part I),Enigma
64,1991,Around the Way Girl,LL Cool J
65,1991,I'll Be There,The Escape Club
66,1991,Cream,Prince and The New Power Generation
67,1991,Now That We Found Love,Heavy D & the Boyz
68,1991,Show Me the Way,Styx
69,1991,Love Takes Time,Mariah Carey
70,1991,Cry for Help,Rick Astley
71,1991,The Way You Do the Things You Do,UB40
72,1991,Here I Am (Come and Take Me),UB40
73,1991,Signs,Tesla
74,1991,Too Many Walls,Cathy Dennis
75,1991,Crazy,Seal
76,1991,I'll Give All My Love to You,Keith Sweat
77,1991,Place in this World,Michael W. Smith
78,1991,Something to Believe In,Poison
79,1991,Wicked Game,Chris Isaak
80,1991,Get Here,Oleta Adams
81,1991,Round and Round,Tevin Campbell
82,1991,Silent Lucidity,Queensryche
83,1991,I'm Not In Love,Will to Power
84,1991,Piece of My Heart,Tara Kemp
85,1991,Real Real Real,Jesus Jones
86,1991,Everybody Plays the Fool,Aaron Neville
87,1991,Just Another Dream,Cathy Dennis
88,1991,Strike It Up,Black Box
89,1991,Rico Suave,Gerardo
90,1991,Disappear,INXS
91,1991,Groove Is in the Heart,Deee-Lite
92,1991,All This Time,Sting
93,1991,The One and Only,Chesney Hawkes
94,1991,O.P.P.,Naughty by Nature
95,1991,Freedom 90,George Michael
96,1991,I Saw Red,Warrant
97,1991,Miles Away,Winger
98,1991,Do You Want Me,Salt-n-Pepa
99,1991,The Motown Song,Rod Stewart
100,1991,Shiny Happy People,R.E.M.
1,1992,End of the Road,Boyz II Men
2,1992,Baby Got Back,Sir Mix-a-Lot
3,1992,Jump,Kris Kross
4,1992,Save the Best for Last,Vanessa Williams
5,1992,Baby-Baby-Baby,TLC
6,1992,Tears in Heaven,Eric Clapton
7,1992,My Lovin' (You're Never Gonna Get It),En Vogue
8,1992,Under the Bridge,Red Hot Chili Peppers
9,1992,All 4 Love,Color Me Badd
10,1992,Just Another Day,Jon Secada
11,1992,I Love Your Smile,Shanice
12,1992,To Be with You,Mr. Big
13,1992,I'm Too Sexy,Right Said Fred
14,1992,Black or White,Michael Jackson
15,1992,Achy Breaky Heart,Billy Ray Cyrus
16,1992,I'll Be There,Mariah Carey
17,1992,November Rain,Guns N' Roses
18,1992,Life Is a Highway,Tom Cochrane
19,1992,Remember the Time,Michael Jackson
20,1992,Finally,CeCe Peniston
21,1992,This Used to Be My Playground,Madonna
22,1992,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley
23,1992,Can't Let Go,Mariah Carey
24,1992,Jump Around,House of Pain
25,1992,Diamonds and Pearls,Prince and The New Power Generation
26,1992,Don't Let the Sun Go Down on Me,George Michael and Elton John
27,1992,Masterpiece,Atlantic Starr
28,1992,If You Asked Me To,Celine Dion
29,1992,Giving Him Something He Can Feel,En Vogue
30,1992,Live and Learn,Joe Public
31,1992,Come and Talk to Me,Jodeci
32,1992,Smells Like Teen Spirit,Nirvana
33,1992,Humpin' Around,Bobby Brown
34,1992,Damn I Wish I Was Your Lover,Sophie B. Hawkins
35,1992,Tell Me What You Want Me to Do,Tevin Campbell
36,1992,Ain't 2 Proud 2 Beg,TLC
37,1992,It's So Hard to Say Goodbye to Yesterday,Boyz II Men
38,1992,Move This,Technotronic featuring Ya Kid K
39,1992,Bohemian Rhapsody,Queen
40,1992,Tennessee,Arrested Development
41,1992,The Best Things in Life Are Free,Luther Vandross and Janet Jackson
42,1992,Make It Happen,Mariah Carey
43,1992,The One,Elton John
44,1992,Set Adrift on Memory Bliss,P.M. Dawn
45,1992,Stay,Shakespears Sister
46,1992,2 Legit 2 Quit,Hammer
47,1992,Please Don't Go,KWS
48,1992,Breakin' My Heart (Pretty Brown Eyes),Mint Condition
49,1992,Wishing on a Star,The Cover Girls
50,1992,She's Playing Hard to Get,Hi-Five
51,1992,I'd Die Without You,P.M. Dawn
52,1992,Good for Me,Amy Grant
53,1992,All I Want,Toad the Wet Sprocket
54,1992,When a Man Loves a Woman,Michael Bolton
55,1992,I Can't Dance,Genesis
56,1992,Hazard,Richard Marx
57,1992,Mysterious Ways,U2
58,1992,Too Funky,George Michael
59,1992,How Do You Talk to an Angel,The Heights
60,1992,One,U2
61,1992,Keep on Walkin',CeCe Peniston
62,1992,Hold on My Heart,Genesis
63,1992,The Way I Feel About You,Karyn White
64,1992,Beauty and the Beast,Celine Dion and Peabo Bryson
65,1992,Warm It Up,Kris Kross
66,1992,In the Closet,Michael Jackson
67,1992,People Everyday,Arrested Development
68,1992,No Son of Mine,Genesis
69,1992,Wildside,Marky Mark and the Funky Bunch
70,1992,Do I Have to Say the Words?,Bryan Adams
71,1992,Friday I'm in Love,The Cure
72,1992,Everything About You,Ugly Kid Joe
73,1992,Blowing Kisses in the Wind,Paula Abdul
74,1992,Thought I'd Died and Gone to Heaven,Bryan Adams
75,1992,Rhythm Is a Dancer,Snap!
76,1992,Addams Groove,Hammer
77,1992,Missing You Now,Michael Bolton
78,1992,Back to the Hotel,N2Deep
79,1992,Everything Changes,Kathy Troccoli
80,1992,Have You Ever Needed Someone So Bad,Def Leppard
81,1992,Take This Heart,Richard Marx
82,1992,When I Look Into Your Eyes,FireHouse
83,1992,I Wanna Love You,Jade
84,1992,Uhh Ahh,Boyz II Men
85,1992,Real Love,Mary J. Blige
86,1992,Justified and Ancient,The KLF
87,1992,Slow Motion,Color Me Badd
88,1992,What About Your Friends,TLC
89,1992,Thinkin' Back,Color Me Badd
90,1992,Would I Lie to You?,Charles & Eddie
91,1992,That's What Love Is For,Amy Grant
92,1992,Keep Coming Back,Richard Marx
93,1992,Free Your Mind,En Vogue
94,1992,Keep It Comin',Keith Sweat
95,1992,Just Take My Heart,Mr. Big
96,1992,I Will Remember You,Amy Grant
97,1992,We Got a Love Thang,CeCe Peniston
98,1992,Let's Get Rocked,Def Leppard
99,1992,They Want EFX,Das EFX
100,1992,I Can't Make You Love Me,Bonnie Raitt
1,1993,I Will Always Love You,Whitney Houston
2,1993,Whoomp! (There It Is),Tag Team
3,1993,Can't Help Falling in Love,UB40
4,1993,That's the Way Love Goes,Janet Jackson
5,1993,Freak Me,Silk
6,1993,Weak,SWV
7,1993,If I Ever Fall in Love,Shai
8,1993,Dreamlover,Mariah Carey
9,1993,Rump Shaker,Wreckx-n-Effect
10,1993,Informer,Snow
11,1993,Nuthin' but a 'G' Thang,Dr. Dre
12,1993,In the Still of the Nite,Boyz II Men
13,1993,Don't Walk Away,Jade
14,1993,Knockin' da Boots,H-Town
15,1993,Lately,Jodeci
16,1993,Dazzey Duks,Duice
17,1993,Show Me Love,Robin S.
18,1993,A Whole New World,Peabo Bryson and Regina Belle
19,1993,If,Janet Jackson
20,1993,I'm So Into You,SWV
21,1993,Love Is,Vanessa Williams and Brian McKnight
22,1993,Runaway Train,Soul Asylum
23,1993,I'll Never Get Over You (Getting Over Me),Expose
24,1993,Ditty,Paperboy
25,1993,Rhythm Is a Dancer,Snap!
26,1993,The River of Dreams,Billy Joel
27,1993,I'm Gonna Be (500 Miles),The Proclaimers
28,1993,Two Princes,Spin Doctors
29,1993,Right Here,SWV
30,1993,I Have Nothing,Whitney Houston
31,1993,Mr. Wendal,Arrested Development
32,1993,Have I Told You Lately,Rod Stewart
33,1993,Saving Forever for You,Shanice
34,1993,Ordinary World,Duran Duran
35,1993,If I Had No Loot,Tony! Toni! Tone!
36,1993,I'd Do Anything for Love (But I Won't Do That),Meat Loaf
37,1993,Slam,Onyx
38,1993,Looking Through Patient Eyes,P.M. Dawn
39,1993,I'm Every Woman,Whitney Houston
40,1993,Baby I'm Yours,Shai
41,1993,Come Undone,Duran Duran
42,1993,I Don't Wanna Fight,Tina Turner
43,1993,I'd Die Without You,P.M. Dawn
44,1993,"Whoot, There It Is",95 South
45,1993,Hip Hop Hooray,Naughty by Nature
46,1993,Another Sad Love Song,Toni Braxton
47,1993,Will You Be There,Michael Jackson
48,1993,Comforter,Shai
49,1993,Good Enough,Bobby Brown
50,1993,What's Up?,4 Non Blondes
51,1993,All That She Wants,Ace of Base
52,1993,7,Prince and The New Power Generation
53,1993,Dre Day,Dr. Dre featuring Snoop Doggy Dogg
54,1993,One Last Cry,Brian McKnight
55,1993,Just Kickin' It,Xscape
56,1993,I Get Around,2Pac
57,1993,Bed of Roses,Bon Jovi
58,1993,Real Love,Mary J. Blige
59,1993,Here We Go Again!,Portrait
60,1993,Cryin',Aerosmith
61,1993,Cat's in the Cradle,Ugly Kid Joe
62,1993,What About Your Friends,TLC
63,1993,I Got a Man,Positive K
64,1993,Hey Mr. D.J.,Zhane
65,1993,Insane in the Brain,Cypress Hill
66,1993,Deeper and Deeper,Madonna
67,1993,Rain,Madonna
68,1993,The Right Kind of Love,Jeremy Jordan
69,1993,Bad Boys (theme from Cops),Inner Circle
70,1993,That's What Love Can Do,Boy Krazy
71,1993,Do You Believe in Us,Jon Secada
72,1993,Angel,Jon Secada
73,1993,Forever in Love,Kenny G
74,1993,Again,Janet Jackson
75,1993,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince
76,1993,When She Cries,Restless Heart
77,1993,Sweat (A La La La La Long),Inner Circle
78,1993,It Was a Good Day,Ice Cube
79,1993,More and More,Captain Hollywood Project
80,1993,How Do You Talk to an Angel,The Heights
81,1993,Rebirth of Slick (Cool Like Dat),Digable Planets
82,1993,What Is Love,Haddaway
83,1993,To Love Somebody,Michael Bolton
84,1993,"Give It Up, Turn It Loose",En Vogue
85,1993,Alright,Kris Kross
86,1993,Check Yo Self,Ice Cube featuring Das EFX
87,1993,Fields of Gold,Sting
88,1993,Ooh Child,Dino
89,1993,Faithful,Go West
90,1993,Reason to Believe,Rod Stewart
91,1993,Break It Down Again,Tears for Fears
92,1993,Nothin' My Love Can't Fix,Joey Lawrence
93,1993,Three Little Pigs,Green Jelly
94,1993,Livin' on the Edge,Aerosmith
95,1993,Hey Jealousy,Gin Blossoms
96,1993,If I Ever Lose My Faith in You,Sting
97,1993,Anniversary,Tony! Toni! Tone!
98,1993,One Woman,Jade
99,1993,Can't Get Enough of Your Love,Taylor Dayne
100,1993,Two Steps Behind,Def Leppard
1,1994,The Sign,Ace of Base
2,1994,I Swear,All-4-One
3,1994,I'll Make Love to You,Boyz II Men
4,1994,The Power of Love,Celine Dion
5,1994,Hero,Mariah Carey
6,1994,Stay (I Missed You),Lisa Loeb and Nine Stories
7,1994,Breathe Again,Toni Braxton
8,1994,All for Love,"Bryan Adams, Rod Stewart and Sting"
9,1994,All That She Wants,Ace of Base
10,1994,Don't Turn Around,Ace of Base
11,1994,Bump n' Grind,R. Kelly
12,1994,Again,Janet Jackson
13,1994,I'll Remember,Madonna
14,1994,Whatta Man,Salt-n-Pepa and En Vogue
15,1994,Wild Night,John Mellencamp featuring Meshell Ndegeocello
16,1994,Without You / Never Forget You,Mariah Carey
17,1994,You Mean the World to Me,Toni Braxton
18,1994,Can You Feel the Love Tonight,Elton John
19,1994,The Most Beautiful Girl in the World,Prince
20,1994,Fantastic Voyage,Coolio
21,1994,"Baby, I Love Your Way",Big Mountain
22,1994,Regulate,Warren G featuring Nate Dogg
23,1994,If You Go,Jon Secada
24,1994,Back & Forth,Aaliyah
25,1994,Now and Forever,Richard Marx
26,1994,When Can I See You,Babyface
27,1994,Please Forgive Me,Bryan Adams
28,1994,So Much in Love,All-4-One
29,1994,Shoop,Salt-n-Pepa
30,1994,"Any Time, Any Place",Janet Jackson
31,1994,Shine,Collective Soul
32,1994,Said I Loved You...But I Lied,Michael Bolton
33,1994,Return to Innocence,Enigma
34,1994,All I Wanna Do,Sheryl Crow
35,1994,Mmm Mmm Mmm Mmm,Crash Test Dummies
36,1994,Can We Talk,Tevin Campbell
37,1994,Funkdafied,Da Brat
38,1994,I'd Do Anything for Love (But I Won't Do That),Meat Loaf
39,1994,Gangsta Lean,DRS
40,1994,Because the Night,"10,000 Maniacs"
41,1994,Cantaloop (Flip Fantasia),Us3
42,1994,Whoomp! (There It Is),Tag Team
43,1994,Come to My Window,Melissa Etheridge
44,1994,Stroke You Up,Changing Faces
45,1994,I'm Ready,Tevin Campbell
46,1994,100% Pure Love,Crystal Waters
47,1994,Anytime You Need a Friend,Mariah Carey
48,1994,Because of Love,Janet Jackson
49,1994,Linger,The Cranberries
50,1994,Loser,Beck
51,1994,Found Out About You,Gin Blossoms
52,1994,Gin and Juice,Snoop Doggy Dogg
53,1994,Never Lie,Immature
54,1994,Streets of Philadelphia,Bruce Springsteen
55,1994,Getto Jam,Domino
56,1994,Endless Love,Luther Vandross and Mariah Carey
57,1994,I Miss You,Aaron Hall
58,1994,Understanding,Xscape
59,1994,This D.J.,Warren G
60,1994,Cry for You,Jodeci
61,1994,Keep Ya Head Up,2Pac
62,1994,What's My Name?,Snoop Doggy Dogg
63,1994,Another Night,Real McCoy
64,1994,Your Body's Callin',R. Kelly
65,1994,Tootsee Roll,69 Boyz
66,1994,I Can See Clearly Now,Jimmy Cliff
67,1994,Never Keeping Secrets,Babyface
68,1994,Crazy,Aerosmith
69,1994,Just Kickin' It,Xscape
70,1994,(At Your Best) You Are Love,Aaliyah
71,1994,Rock and Roll Dreams Come Through,Meat Loaf
72,1994,Amazing,Aerosmith
73,1994,Always,Erasure
74,1994,Groove Thang,Zhane
75,1994,Dreams,Gabrielle
76,1994,Mr. Vain,Culture Beat
77,1994,Mary Jane's Last Dance,Tom Petty and the Heartbreakers
78,1994,Anything,SWV
79,1994,Beautiful in My Eyes,Joshua Kadison
80,1994,Stay,Eternal
81,1994,Flava in Ya Ear,Craig Mack
82,1994,U.N.I.T.Y.,Queen Latifah
83,1994,Prayer for the Dying,Seal
84,1994,Secret,Madonna
85,1994,Here Comes the Hotstepper,Ini Kamoze
86,1994,Everyday,Phil Collins
87,1994,Don't Take the Girl,Tim McGraw
88,1994,Got Me Waiting,Heavy D & the Boyz
89,1994,"December, 1963 (Oh, What a Night)",The Four Seasons
90,1994,Indian Outlaw,Tim McGraw
91,1994,Always,Bon Jovi
92,1994,I'm the Only One,Melissa Etheridge
93,1994,Back in the Day,Ahmad
94,1994,Love Sneakin' Up On You,Bonnie Raitt
95,1994,I'll Take You There,General Public
96,1994,Always in My Heart,Tevin Campbell
97,1994,What Is Love,Haddaway
98,1994,And Our Feelings,Babyface
99,1994,Bop Gun (One Nation),Ice Cube featuring George Clinton
100,1994,I Wanna Be Down,Brandy
1,1995,Gangsta's Paradise,Coolio featuring L.V.
2,1995,Waterfalls,TLC
3,1995,Creep,TLC
4,1995,Kiss from a Rose,Seal
5,1995,On Bended Knee,Boyz II Men
6,1995,Another Night,Real McCoy
7,1995,Fantasy,Mariah Carey
8,1995,Take a Bow,Madonna
9,1995,Don't Take It Personal (Just One of Dem Days),Monica
10,1995,This Is How We Do It,Montell Jordan
11,1995,I Know,Dionne Farris
12,1995,Water Runs Dry,Boyz II Men
13,1995,Freak Like Me,Adina Howard
14,1995,Run-Around,Blues Traveler
15,1995,I Can Love You Like That,All-4-One
16,1995,Have You Ever Really Loved a Woman?,Bryan Adams
17,1995,Always,Bon Jovi
18,1995,Boombastic / In the Summertime,Shaggy
19,1995,Total Eclipse of the Heart,Nicki French
20,1995,You Gotta Be,Des'ree
21,1995,You Are Not Alone,Michael Jackson
22,1995,Hold My Hand,Hootie & the Blowfish
23,1995,One More Chance,The Notorious B.I.G.
24,1995,Here Comes the Hotstepper,Ini Kamoze
25,1995,Candy Rain,Soul for Real
26,1995,Let Her Cry,Hootie & the Blowfish
27,1995,I Believe,Blessid Union of Souls
28,1995,Red Light Special,TLC
29,1995,Runaway,Janet Jackson
30,1995,Strong Enough,Sheryl Crow
31,1995,Colors of the Wind,Vanessa Williams
32,1995,Someone to Love,Jon B.
33,1995,Only Wanna Be with You,Hootie & the Blowfish
34,1995,If You Love Me,Brownstone
35,1995,In the House of Stone and Light,Martin Page
36,1995,I Got 5 on It,Luniz
37,1995,Baby,Brandy
38,1995,Run Away,Real McCoy
39,1995,As I Lay Me Down,Sophie B. Hawkins
40,1995,He's Mine,MoKenStef
41,1995,December,Collective Soul
42,1995,I'll Be There for You/You're All I Need to Get By,Method Man featuring Mary J. Blige
43,1995,Shy Guy,Diana King
44,1995,I'm the Only One,Melissa Etheridge
45,1995,Every Little Thing I Do,Soul for Real
46,1995,Before I Let You Go,Blackstreet
47,1995,Big Poppa,The Notorious B.I.G.
48,1995,Sukiyaki,4 P.M.
49,1995,I Wanna Be Down,Brandy
50,1995,I'll Make Love to You,Boyz II Men
51,1995,Dear Mama,2Pac
52,1995,Hold On,Jamie Walters
53,1995,Keep Their Heads Ringin',Dr. Dre
54,1995,The Rhythm of the Night,Corona
55,1995,Roll to Me,Del Amitri
56,1995,Scream,Michael Jackson and Janet Jackson
57,1995,Freek'n You,Jodeci
58,1995,I Wish,Skee-Lo
59,1995,Believe,Elton John
60,1995,Carnival,Natalie Merchant
61,1995,You Don't Know How It Feels,Tom Petty
62,1995,Back for Good,Take That
63,1995,Tootsee Roll,69 Boyz
64,1995,You Want This,Janet Jackson
65,1995,Tell Me,Groove Theory
66,1995,Can't You See,Total featuring The Notorious B.I.G.
67,1995,All I Wanna Do,Sheryl Crow
68,1995,This Lil' Game We Play,Subway featuring 702
69,1995,Come and Get Your Love,Real McCoy
70,1995,This Ain't a Love Song,Bon Jovi
71,1995,Secret,Madonna
72,1995,Player's Anthem,Junior M.A.F.I.A. featuring The Notorious B.I.G.
73,1995,Feel Me Flow,Naughty by Nature
74,1995,Every Day of the Week,Jade
75,1995,The Sweetest Days,Vanessa Williams
76,1995,Short Dick Man,20 Fingers featuring Gillette
77,1995,Brokenhearted,Brandy featuring Wanya Morris
78,1995,No More I Love You's,Annie Lennox
79,1995,You Used to Love Me,Faith Evans
80,1995,Constantly,Immature
81,1995,"Hold Me, Thrill Me, Kiss Me, Kill Me",U2
82,1995,100% Pure Love,Crystal Waters
83,1995,Ask of You,Raphael Saadiq
84,1995,Sugar Hill,AZ
85,1995,Good,Better Than Ezra
86,1995,Brown Sugar,D'Angelo
87,1995,Turn the Beat Around,Gloria Estefan
